submitted (unix timestamp),r1m1,r1m1Games,r1m2,r1m2Games,r1m3,r1m3Games,r1m4,r1m4Games,r1m5,r1m5Games,r1m6,r1m6Games,r1m7,r1m7Games,r1m8,r1m8Games,r2m1,r2m2,r2m3,r2m4,r3m1,r3m2,r4m1,SCF goals
1554878467,TBL,5,BOS,7,WSH,5,PIT,6,CGY,6,VGK,6,NSH,6,WPG,7,TBL,WSH,VGK,WPG,TBL,VGK,TBL,35
1554878795,TBL,4,TOR,6,WSH,5,PIT,5,CGY,5,SJS,6,NSH,4,WPG,5,TBL,WSH,SJS,WPG,TBL,WPG,TBL,29
1554878798,TBL,5,BOS,5,WSH,7,NYI,7,COL,7,SJS,6,NSH,6,STL,6,TBL,WSH,SJS,NSH,TBL,SJS,SJS,29
1554878974,TBL,5,BOS,7,WSH,6,PIT,6,CGY,6,VGK,7,NSH,6,WPG,6,TBL,PIT,CGY,NSH,TBL,CGY,CGY,31
1554879099,CBJ,5,BOS,7,WSH,4,PIT,6,CGY,7,SJS,5,NSH,4,STL,6,CBJ,PIT,CGY,NSH,CBJ,NSH,NSH,78
1554879225,CBJ,6,BOS,6,WSH,4,NYI,5,CGY,6,VGK,7,NSH,6,STL,7,BOS,WSH,VGK,STL,BOS,STL,BOS,36
1554879275,CBJ,6,BOS,5,WSH,6,PIT,5,COL,6,VGK,7,NSH,6,STL,6,CBJ,PIT,COL,NSH,CBJ,NSH,NSH,18
1554879638,TBL,4,TOR,7,WSH,6,NYI,7,CGY,4,SJS,6,NSH,4,WPG,4,TBL,WSH,SJS,WPG,TBL,SJS,SJS,18
1554879679,TBL,5,TOR,5,WSH,4,PIT,7,COL,5,VGK,5,DAL,6,WPG,4,TBL,WSH,VGK,WPG,TBL,WPG,WPG,12
1554879692,TBL,4,BOS,5,WSH,4,PIT,6,CGY,5,SJS,5,DAL,4,WPG,5,TBL,PIT,CGY,WPG,TBL,CGY,TBL,12
1554879960,TBL,4,TOR,7,WSH,6,NYI,5,CGY,6,VGK,7,NSH,4,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,33
1554879981,TBL,5,BOS,7,WSH,5,PIT,6,CGY,6,SJS,6,NSH,5,WPG,6,TBL,PIT,CGY,NSH,TBL,NSH,TBL,39
1554879988,TBL,5,BOS,7,WSH,6,NYI,7,CGY,6,VGK,7,NSH,6,WPG,6,BOS,WSH,CGY,WPG,BOS,WPG,BOS,34
1554880049,TBL,5,BOS,6,WSH,7,NYI,6,CGY,5,SJS,6,NSH,6,WPG,5,TBL,WSH,CGY,NSH,WSH,CGY,CGY,17
1554880545,TBL,5,BOS,6,WSH,5,PIT,6,COL,7,SJS,5,NSH,6,WPG,6,TBL,PIT,COL,WPG,TBL,WPG,TBL,21
1554880753,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,SJS,7,NSH,6,WPG,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,20
1554880821,TBL,4,TOR,6,WSH,6,NYI,5,CGY,5,VGK,4,DAL,7,STL,6,TBL,WSH,CGY,STL,WSH,STL,WSH,39
1554881234,TBL,5,BOS,5,WSH,5,PIT,6,CGY,4,SJS,7,DAL,6,STL,6,TBL,PIT,SJS,STL,TBL,STL,TBL,25
1554881441,TBL,6,BOS,7,WSH,5,NYI,6,CGY,6,SJS,5,NSH,6,WPG,7,TBL,WSH,SJS,NSH,TBL,SJS,TBL,42
1554882380,TBL,6,TOR,7,WSH,5,PIT,7,COL,7,VGK,7,NSH,6,WPG,6,TBL,PIT,VGK,WPG,TBL,WPG,TBL,23
1554882669,TBL,4,BOS,6,CAR,7,PIT,5,CGY,5,VGK,6,NSH,6,STL,5,TBL,PIT,CGY,NSH,TBL,NSH,TBL,30
1554883433,TBL,4,TOR,7,WSH,5,PIT,6,CGY,6,SJS,6,NSH,7,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,33
1554883717,TBL,5,TOR,7,WSH,6,PIT,7,CGY,6,SJS,6,NSH,6,WPG,7,TBL,WSH,SJS,WPG,TBL,SJS,SJS,48
1554884309,TBL,5,BOS,5,WSH,5,NYI,5,CGY,5,SJS,5,NSH,5,WPG,5,TBL,WSH,SJS,NSH,TBL,SJS,TBL,36
1554884361,TBL,5,TOR,7,WSH,5,PIT,7,CGY,5,SJS,7,NSH,5,WPG,6,TBL,PIT,CGY,NSH,TBL,CGY,CGY,36
1554884707,TBL,5,BOS,6,WSH,5,NYI,7,CGY,5,VGK,6,NSH,6,STL,6,TBL,WSH,CGY,STL,TBL,STL,STL,44
1554885414,TBL,5,TOR,7,WSH,5,PIT,6,CGY,5,VGK,7,DAL,5,WPG,7,TOR,PIT,CGY,WPG,PIT,WPG,PIT,33
1554885515,TBL,5,TOR,7,WSH,6,PIT,6,CGY,5,VGK,6,NSH,5,WPG,5,TBL,WSH,VGK,NSH,TBL,NSH,TBL,21
1554885687,TBL,4,BOS,6,WSH,5,PIT,5,CGY,4,SJS,6,DAL,5,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,32
1554885856,TBL,5,BOS,6,WSH,5,NYI,7,CGY,6,VGK,7,NSH,6,WPG,5,TBL,WSH,CGY,WPG,WSH,CGY,CGY,34
1554886200,TBL,4,BOS,6,WSH,5,PIT,6,CGY,7,SJS,7,NSH,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,31
1554886357,TBL,5,TOR,6,WSH,4,PIT,5,CGY,6,SJS,7,DAL,6,WPG,5,TBL,WSH,CGY,DAL,TBL,CGY,CGY,28
1554886489,TBL,5,BOS,7,WSH,6,PIT,6,CGY,6,VGK,6,NSH,7,WPG,7,TBL,WSH,VGK,WPG,TBL,WPG,TBL,32
1554886674,TBL,5,BOS,6,WSH,6,PIT,6,CGY,5,SJS,6,NSH,5,WPG,5,TBL,PIT,CGY,WPG,PIT,CGY,PIT,11
1554887512,TBL,6,BOS,7,WSH,5,PIT,7,COL,6,SJS,7,NSH,6,WPG,5,TBL,PIT,SJS,WPG,TBL,WPG,WPG,31
1554887640,TBL,5,TOR,6,WSH,5,NYI,4,CGY,5,SJS,7,NSH,5,WPG,6,TBL,NYI,SJS,NSH,TBL,SJS,TBL,38
1554888004,CBJ,7,TOR,6,WSH,5,PIT,5,CGY,5,SJS,6,NSH,5,WPG,5,TOR,WSH,CGY,WPG,TOR,WPG,WPG,42
1554888094,TBL,5,TOR,7,WSH,6,PIT,7,CGY,6,VGK,6,NSH,5,STL,7,TBL,WSH,VGK,STL,WSH,VGK,VGK,34
1554888590,TBL,5,TOR,7,WSH,6,PIT,6,COL,5,VGK,6,NSH,6,STL,7,TOR,WSH,VGK,STL,TOR,VGK,VGK,30
1554888738,TBL,4,BOS,5,WSH,4,PIT,6,COL,6,SJS,7,NSH,6,WPG,6,BOS,WSH,SJS,NSH,BOS,SJS,BOS,32
1554888834,TBL,5,BOS,7,WSH,6,PIT,6,CGY,6,SJS,7,NSH,6,STL,6,BOS,WSH,SJS,STL,BOS,SJS,SJS,35
1554889685,CBJ,6,TOR,5,CAR,6,PIT,7,CGY,6,VGK,5,DAL,7,STL,6,TOR,PIT,VGK,DAL,PIT,DAL,DAL,35
1554890329,TBL,5,TOR,7,CAR,7,PIT,6,CGY,5,SJS,7,DAL,7,WPG,6,TBL,PIT,CGY,WPG,PIT,CGY,PIT,33
1554890766,TBL,6,BOS,7,WSH,7,PIT,6,CGY,6,SJS,7,NSH,6,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,38
1554891186,TBL,4,BOS,6,WSH,6,PIT,5,COL,5,SJS,7,NSH,5,WPG,5,TBL,PIT,SJS,WPG,TBL,SJS,TBL,22
1554891860,TBL,5,BOS,7,WSH,5,PIT,6,COL,7,SJS,6,NSH,6,WPG,7,TBL,PIT,SJS,NSH,PIT,NSH,NSH,18
1554892291,CBJ,5,TOR,6,CAR,7,NYI,5,CGY,6,SJS,7,DAL,6,STL,6,CBJ,NYI,CGY,STL,CBJ,CGY,CGY,6
1554892374,TBL,4,BOS,5,WSH,5,PIT,6,CGY,6,SJS,7,DAL,7,STL,6,TBL,WSH,CGY,STL,TBL,STL,STL,13
1554892567,TBL,4,BOS,7,WSH,6,NYI,7,CGY,5,SJS,7,NSH,6,WPG,6,TBL,NYI,CGY,NSH,TBL,CGY,TBL,27
1554893055,TBL,6,BOS,6,WSH,7,PIT,7,CGY,6,VGK,5,NSH,6,WPG,7,BOS,WSH,CGY,WPG,WSH,CGY,WSH,21
1554893867,TBL,5,BOS,6,CAR,7,PIT,6,COL,6,VGK,7,NSH,6,WPG,5,TBL,CAR,COL,WPG,TBL,COL,TBL,19
1554894205,TBL,5,BOS,7,WSH,6,PIT,7,CGY,6,VGK,7,NSH,6,STL,7,TBL,WSH,VGK,NSH,TBL,NSH,TBL,40
1554894470,TBL,4,BOS,6,WSH,5,PIT,5,COL,7,VGK,7,NSH,5,WPG,6,BOS,WSH,COL,NSH,BOS,COL,COL,43
1554894476,TBL,5,BOS,6,WSH,4,NYI,6,CGY,7,VGK,5,NSH,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,40
1554894503,TBL,5,BOS,5,CAR,7,NYI,6,COL,6,VGK,4,DAL,6,STL,6,BOS,CAR,VGK,DAL,BOS,VGK,VGK,23
1554894507,CBJ,6,TOR,7,CAR,6,NYI,6,COL,6,SJS,7,DAL,6,STL,6,TOR,NYI,COL,STL,NYI,STL,STL,16
1554894591,TBL,5,BOS,7,CAR,6,PIT,7,CGY,5,SJS,7,DAL,6,STL,7,BOS,PIT,SJS,STL,BOS,SJS,SJS,16
1554894677,TBL,4,TOR,7,WSH,5,PIT,6,CGY,6,VGK,7,NSH,6,STL,6,TBL,PIT,CGY,STL,PIT,CGY,PIT,23
1554894784,TBL,5,BOS,6,WSH,6,PIT,5,CGY,6,VGK,7,NSH,5,WPG,6,TBL,WSH,VGK,NSH,WSH,NSH,WSH,32
1554894871,TBL,5,BOS,7,CAR,6,PIT,7,CGY,4,SJS,6,DAL,5,STL,6,BOS,PIT,SJS,STL,BOS,SJS,SJS,16
1554895137,TBL,5,BOS,6,WSH,5,PIT,6,CGY,6,SJS,5,NSH,6,WPG,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,60
1554895189,TBL,5,BOS,7,CAR,5,PIT,6,CGY,4,SJS,7,DAL,5,STL,6,BOS,PIT,SJS,STL,BOS,SJS,SJS,16
1554895338,CBJ,5,TOR,6,WSH,4,PIT,6,COL,6,SJS,5,DAL,7,WPG,4,TOR,PIT,SJS,DAL,TOR,DAL,DAL,33
1554895350,CBJ,4,TOR,5,CAR,4,NYI,6,CGY,5,SJS,6,NSH,5,WPG,4,TOR,NYI,SJS,NSH,TOR,SJS,SJS,50
1554895368,TBL,5,TOR,5,WSH,6,NYI,4,CGY,4,VGK,5,NSH,5,WPG,6,TOR,NYI,CGY,NSH,TOR,CGY,TOR,19
1554895849,TBL,6,BOS,6,WSH,5,NYI,7,COL,7,VGK,5,NSH,4,WPG,7,BOS,WSH,VGK,WPG,BOS,VGK,BOS,26
1554895980,TBL,6,BOS,5,WSH,4,PIT,7,CGY,4,VGK,6,NSH,5,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,CGY,30
1554896190,TBL,5,BOS,6,CAR,7,PIT,6,CGY,5,SJS,6,NSH,6,WPG,6,TBL,CAR,CGY,WPG,CAR,WPG,CAR,40
1554896232,TBL,4,BOS,5,CAR,5,PIT,6,CGY,5,SJS,5,NSH,5,WPG,6,TBL,CAR,SJS,NSH,TBL,SJS,TBL,28
1554896414,TBL,6,TOR,5,WSH,7,NYI,4,COL,7,VGK,4,NSH,6,STL,4,TOR,NYI,COL,NSH,NYI,NSH,NYI,43
1554896466,TBL,7,TOR,6,CAR,7,NYI,6,COL,7,VGK,5,NSH,7,STL,4,TBL,NYI,VGK,NSH,TBL,NSH,NSH,42
1554896728,TBL,7,BOS,6,CAR,7,NYI,6,CGY,6,SJS,7,NSH,7,STL,7,TBL,NYI,CGY,STL,TBL,STL,STL,46
1554896742,TBL,4,BOS,5,WSH,5,PIT,6,CGY,5,VGK,6,DAL,7,STL,6,TBL,PIT,CGY,STL,TBL,CGY,TBL,38
1554896865,TBL,6,TOR,6,WSH,5,NYI,6,CGY,6,SJS,6,NSH,6,WPG,6,TBL,WSH,SJS,NSH,TBL,NSH,TBL,44
1554897088,TBL,5,TOR,6,WSH,6,PIT,6,CGY,5,VGK,7,NSH,5,STL,7,TBL,PIT,VGK,STL,TBL,STL,TBL,40
1554897150,TBL,5,BOS,7,WSH,5,PIT,6,CGY,6,VGK,6,NSH,7,STL,7,TBL,WSH,CGY,STL,TBL,CGY,CGY,45
1554897170,TBL,4,BOS,7,WSH,6,PIT,7,CGY,7,SJS,6,NSH,5,STL,7,TBL,PIT,SJS,NSH,TBL,SJS,SJS,34
1554897259,TBL,6,BOS,5,WSH,6,NYI,7,CGY,6,VGK,7,DAL,7,WPG,6,TBL,NYI,VGK,WPG,NYI,VGK,NYI,38
1554897267,TBL,5,BOS,5,WSH,5,NYI,7,CGY,5,VGK,6,NSH,5,STL,6,TBL,WSH,CGY,STL,TBL,STL,TBL,31
1554897375,CBJ,6,BOS,6,CAR,5,PIT,4,COL,5,VGK,6,NSH,7,STL,7,BOS,PIT,VGK,STL,PIT,VGK,VGK,5
1554897457,TBL,4,BOS,6,CAR,6,PIT,5,CGY,4,SJS,5,DAL,5,WPG,5,TBL,PIT,CGY,WPG,TBL,CGY,TBL,41
1554897460,TBL,5,BOS,6,WSH,6,NYI,7,CGY,6,VGK,7,NSH,6,STL,7,TBL,WSH,VGK,NSH,TBL,VGK,TBL,41
1554897619,TBL,5,BOS,7,CAR,6,PIT,6,CGY,6,SJS,6,DAL,6,STL,7,BOS,PIT,SJS,DAL,BOS,DAL,BOS,32
1554897705,TBL,5,BOS,6,WSH,7,PIT,4,CGY,6,VGK,6,NSH,5,STL,7,TBL,PIT,CGY,NSH,PIT,CGY,PIT,15
1554897727,TBL,5,BOS,7,WSH,6,PIT,7,CGY,6,SJS,7,NSH,5,STL,6,TBL,WSH,SJS,STL,TBL,STL,TBL,35
1554897843,TBL,5,BOS,7,WSH,6,PIT,7,CGY,4,VGK,7,NSH,7,STL,7,BOS,PIT,CGY,STL,BOS,CGY,CGY,25
1554897950,TBL,5,BOS,7,WSH,5,NYI,6,CGY,5,VGK,6,NSH,6,STL,5,TBL,NYI,CGY,STL,TBL,STL,TBL,32
1554898010,TBL,4,TOR,7,WSH,5,NYI,6,CGY,5,SJS,7,NSH,6,STL,7,TBL,WSH,CGY,STL,TBL,CGY,TBL,19
1554898020,TBL,5,BOS,7,WSH,7,NYI,7,CGY,6,VGK,7,NSH,5,STL,6,TBL,WSH,CGY,STL,TBL,STL,TBL,23
1554898122,TBL,5,BOS,6,WSH,6,NYI,6,COL,5,VGK,5,DAL,7,WPG,7,TBL,WSH,VGK,DAL,WSH,VGK,WSH,25
1554898204,TBL,5,TOR,6,WSH,6,PIT,7,CGY,7,VGK,7,NSH,7,WPG,6,TOR,WSH,CGY,WPG,TOR,CGY,TOR,28
1554898275,TBL,5,BOS,6,CAR,6,PIT,7,CGY,5,VGK,7,NSH,6,STL,6,TBL,PIT,CGY,STL,TBL,STL,STL,32
1554898284,TBL,5,BOS,7,WSH,6,PIT,4,CGY,5,VGK,7,NSH,6,WPG,7,BOS,WSH,CGY,WPG,BOS,CGY,BOS,13
1554898415,TBL,5,BOS,6,WSH,5,NYI,7,COL,6,SJS,5,DAL,6,WPG,6,TBL,WSH,COL,WPG,WSH,COL,WSH,56
1554898446,TBL,5,TOR,5,WSH,5,PIT,6,CGY,6,SJS,6,NSH,6,WPG,7,TBL,PIT,SJS,NSH,TBL,SJS,TBL,27
1554898454,TBL,5,BOS,7,WSH,6,PIT,7,CGY,7,SJS,6,NSH,6,STL,7,TBL,WSH,SJS,NSH,TBL,NSH,NSH,33
1554898619,TBL,5,TOR,7,WSH,6,NYI,7,CGY,6,SJS,7,DAL,7,WPG,6,TBL,NYI,CGY,WPG,TBL,CGY,TBL,55
1554898631,TBL,5,TOR,7,WSH,5,NYI,7,CGY,6,SJS,6,NSH,5,STL,7,TBL,WSH,SJS,NSH,WSH,SJS,WSH,21
1554898636,TBL,5,BOS,7,WSH,6,PIT,5,CGY,5,SJS,7,NSH,6,WPG,7,TBL,PIT,SJS,WPG,PIT,WPG,PIT,95
1554898692,TBL,4,TOR,7,WSH,4,NYI,6,CGY,5,SJS,6,NSH,5,WPG,6,TBL,NYI,SJS,NSH,TBL,SJS,TBL,56
1554898867,CBJ,5,TOR,7,CAR,6,PIT,4,CGY,5,SJS,7,NSH,4,WPG,5,TOR,PIT,SJS,WPG,PIT,SJS,SJS,24
1554899028,TBL,5,BOS,7,WSH,4,PIT,6,CGY,5,SJS,7,NSH,6,WPG,7,TBL,PIT,CGY,WPG,PIT,CGY,PIT,95
1554899217,TBL,5,TOR,6,WSH,6,PIT,5,CGY,6,SJS,7,NSH,5,STL,6,TOR,PIT,SJS,NSH,TOR,SJS,TOR,40
1554899295,CBJ,5,TOR,6,CAR,7,NYI,6,CGY,7,VGK,5,DAL,6,STL,6,TOR,NYI,CGY,STL,NYI,STL,NYI,18
1554899424,TBL,6,BOS,5,WSH,7,PIT,6,CGY,6,VGK,4,NSH,5,WPG,5,TBL,PIT,VGK,WPG,TBL,VGK,VGK,27
1554899434,TBL,5,TOR,7,CAR,7,PIT,6,COL,7,SJS,5,NSH,4,WPG,6,TBL,PIT,SJS,WPG,TBL,WPG,WPG,37
1554899488,TBL,4,BOS,5,WSH,5,NYI,6,COL,7,VGK,5,NSH,6,WPG,6,TBL,NYI,VGK,WPG,NYI,WPG,WPG,34
1554899532,TBL,5,TOR,7,WSH,6,PIT,6,CGY,5,VGK,6,NSH,7,WPG,7,TBL,PIT,CGY,NSH,TBL,NSH,TBL,38
1554899550,TBL,5,TOR,6,WSH,5,PIT,6,CGY,5,SJS,7,NSH,6,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,TBL,30
1554899695,TBL,7,BOS,6,WSH,6,PIT,6,CGY,6,VGK,6,DAL,6,WPG,7,BOS,PIT,VGK,DAL,PIT,VGK,PIT,29
1554899945,TBL,6,BOS,6,WSH,6,PIT,7,CGY,5,VGK,6,NSH,7,STL,7,TBL,WSH,CGY,NSH,TBL,CGY,TBL,19
1554900055,TBL,5,BOS,5,WSH,6,NYI,6,CGY,4,SJS,7,NSH,6,STL,7,TBL,WSH,CGY,STL,TBL,STL,TBL,35
1554900146,TBL,5,TOR,6,WSH,4,NYI,5,CGY,5,SJS,5,NSH,7,WPG,5,TBL,NYI,CGY,WPG,TBL,CGY,TBL,32
1554900150,TBL,5,TOR,6,CAR,7,PIT,6,CGY,5,SJS,6,NSH,5,STL,6,TOR,PIT,CGY,NSH,TOR,NSH,TOR,17
1554900473,TBL,5,TOR,6,WSH,6,NYI,7,CGY,6,VGK,4,NSH,4,WPG,5,TBL,NYI,CGY,WPG,TBL,WPG,WPG,33
1554900504,TBL,4,TOR,6,WSH,4,PIT,6,CGY,5,SJS,4,NSH,5,WPG,7,TBL,WSH,SJS,NSH,WSH,NSH,WSH,21
1554900577,TBL,5,TOR,6,WSH,4,PIT,5,COL,7,SJS,6,NSH,6,STL,6,TBL,WSH,COL,NSH,TBL,NSH,TBL,25
1554900648,TBL,5,BOS,5,CAR,6,PIT,5,CGY,5,VGK,7,NSH,4,STL,5,TBL,PIT,VGK,NSH,PIT,NSH,NSH,15
1554900697,TBL,5,TOR,7,WSH,6,PIT,7,CGY,6,VGK,7,NSH,6,WPG,7,TBL,WSH,VGK,WPG,TBL,VGK,VGK,52
1554900803,CBJ,6,TOR,7,WSH,4,PIT,5,CGY,5,VGK,7,DAL,6,WPG,7,TOR,WSH,CGY,WPG,TOR,CGY,TOR,86
1554900816,TBL,5,BOS,6,WSH,5,NYI,6,CGY,6,VGK,6,NSH,5,WPG,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,55
1554900821,TBL,5,TOR,6,WSH,6,PIT,5,CGY,5,SJS,6,NSH,5,WPG,5,TBL,PIT,CGY,WPG,TBL,WPG,TBL,40
1554900864,TBL,5,TOR,6,CAR,5,PIT,4,COL,5,SJS,5,NSH,6,WPG,5,TOR,PIT,COL,WPG,TOR,WPG,TOR,7
1554900946,CBJ,7,BOS,6,WSH,6,PIT,6,CGY,6,SJS,7,DAL,7,WPG,5,CBJ,WSH,CGY,DAL,WSH,CGY,WSH,35
1554900963,TBL,6,BOS,7,WSH,7,PIT,7,CGY,6,SJS,7,NSH,6,STL,6,BOS,WSH,CGY,STL,BOS,STL,BOS,25
1554901026,TBL,6,BOS,6,WSH,5,PIT,6,COL,7,VGK,5,NSH,6,WPG,6,TBL,PIT,VGK,WPG,PIT,VGK,PIT,42
1554901337,TBL,6,TOR,7,WSH,6,PIT,7,CGY,7,VGK,7,NSH,6,WPG,7,TOR,PIT,CGY,NSH,TOR,NSH,TOR,34
1554901402,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,SJS,7,NSH,7,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,TBL,27
1554901422,TBL,5,BOS,6,WSH,7,PIT,7,CGY,6,SJS,7,NSH,6,WPG,7,TBL,PIT,CGY,NSH,PIT,CGY,PIT,30
1554901512,TBL,4,TOR,7,WSH,5,NYI,6,CGY,5,SJS,4,NSH,6,WPG,5,TOR,NYI,CGY,NSH,NYI,NSH,NYI,19
1554901533,TBL,5,TOR,6,WSH,5,PIT,6,CGY,6,SJS,6,NSH,7,STL,7,TBL,WSH,SJS,NSH,TBL,NSH,TBL,31
1554901621,TBL,4,BOS,6,WSH,5,PIT,5,COL,6,SJS,6,NSH,5,WPG,6,TBL,WSH,COL,NSH,TBL,NSH,TBL,24
1554901816,TBL,6,BOS,7,WSH,6,PIT,5,CGY,5,SJS,7,NSH,5,WPG,7,TBL,WSH,SJS,NSH,WSH,SJS,WSH,28
1554901840,TBL,4,TOR,6,WSH,5,PIT,6,CGY,4,VGK,6,NSH,5,STL,7,TOR,PIT,CGY,NSH,TOR,CGY,TOR,37
1554901842,TBL,6,BOS,7,WSH,4,PIT,6,CGY,6,VGK,7,NSH,7,WPG,6,TBL,PIT,CGY,WPG,TBL,WPG,TBL,30
1554901872,TBL,5,BOS,6,WSH,5,NYI,6,CGY,6,SJS,7,NSH,6,WPG,7,TBL,WSH,SJS,WPG,TBL,SJS,TBL,27
1554901917,TBL,5,BOS,6,WSH,6,NYI,7,CGY,6,VGK,7,DAL,6,STL,6,TBL,NYI,VGK,STL,TBL,VGK,TBL,39
1554902062,TBL,5,TOR,6,CAR,7,PIT,6,CGY,6,SJS,6,NSH,5,STL,7,TOR,PIT,CGY,NSH,TOR,NSH,TOR,23
1554902163,TBL,5,TOR,6,WSH,6,PIT,6,CGY,6,VGK,7,NSH,6,WPG,7,TBL,WSH,CGY,NSH,TBL,CGY,TBL,88
1554902293,TBL,6,BOS,7,WSH,5,PIT,6,CGY,5,VGK,6,DAL,7,WPG,6,TBL,WSH,VGK,WPG,TBL,WPG,WPG,29
1554902327,TBL,5,BOS,5,WSH,4,PIT,7,CGY,4,VGK,6,NSH,6,WPG,7,BOS,WSH,CGY,NSH,BOS,NSH,BOS,21
1554902396,TBL,5,TOR,7,WSH,5,PIT,4,CGY,6,SJS,6,NSH,5,STL,6,TBL,WSH,SJS,NSH,TBL,SJS,TBL,39
1554902454,TBL,5,BOS,6,WSH,6,NYI,7,CGY,5,SJS,7,NSH,7,STL,7,TBL,NYI,SJS,NSH,TBL,NSH,TBL,31
1554902513,TBL,5,BOS,7,WSH,7,PIT,7,CGY,5,VGK,7,DAL,7,WPG,6,TBL,PIT,CGY,WPG,TBL,CGY,TBL,27
1554902552,TBL,5,BOS,6,WSH,5,PIT,6,CGY,5,VGK,6,NSH,5,STL,6,TBL,WSH,VGK,STL,TBL,STL,TBL,49
1554902565,TBL,5,BOS,7,CAR,7,PIT,7,CGY,5,SJS,6,NSH,6,STL,6,TBL,PIT,CGY,NSH,TBL,CGY,TBL,42
1554902675,TBL,5,TOR,6,WSH,5,PIT,6,CGY,5,SJS,6,NSH,6,WPG,7,TBL,WSH,SJS,WPG,TBL,SJS,TBL,23
1554902879,TBL,5,TOR,7,WSH,6,PIT,6,CGY,5,SJS,6,NSH,6,STL,6,TBL,PIT,CGY,STL,TBL,STL,TBL,33
1554902908,TBL,5,TOR,6,WSH,5,PIT,6,CGY,6,SJS,6,DAL,6,WPG,5,TBL,WSH,SJS,WPG,TBL,WPG,TBL,18
1554902946,TBL,4,TOR,6,WSH,5,PIT,7,CGY,6,SJS,6,DAL,6,STL,7,TBL,PIT,CGY,STL,TBL,STL,TBL,26
1554902984,TBL,6,BOS,6,WSH,6,PIT,5,CGY,5,VGK,7,NSH,6,STL,6,TBL,WSH,CGY,NSH,TBL,CGY,TBL,31
1554903011,TBL,5,TOR,6,WSH,6,NYI,6,COL,5,VGK,7,NSH,6,WPG,5,TBL,WSH,VGK,WPG,TBL,WPG,TBL,25
1554903063,TBL,4,BOS,6,WSH,5,NYI,6,CGY,7,VGK,4,NSH,4,WPG,4,BOS,WSH,VGK,WPG,BOS,VGK,VGK,31
1554903110,TBL,5,TOR,6,WSH,6,NYI,4,COL,4,SJS,5,NSH,6,WPG,6,TBL,NYI,COL,WPG,NYI,COL,NYI,38
1554903141,TBL,5,BOS,6,CAR,7,PIT,6,CGY,5,SJS,7,NSH,5,WPG,6,BOS,PIT,SJS,WPG,PIT,WPG,PIT,33
1554903175,TBL,5,BOS,4,WSH,4,NYI,6,CGY,4,VGK,7,DAL,6,WPG,5,TBL,NYI,CGY,WPG,TBL,CGY,CGY,29
1554903220,TBL,7,BOS,6,CAR,7,NYI,5,CGY,5,SJS,7,NSH,5,WPG,5,TBL,CAR,CGY,WPG,TBL,CGY,TBL,30
1554903226,TBL,5,BOS,7,WSH,6,PIT,5,CGY,5,SJS,6,NSH,6,STL,7,TBL,WSH,CGY,STL,WSH,STL,STL,25
1554903245,TBL,4,BOS,7,WSH,5,PIT,5,CGY,4,VGK,7,NSH,5,WPG,6,TBL,PIT,CGY,NSH,TBL,CGY,TBL,35
1554903269,TBL,5,BOS,6,WSH,5,PIT,6,CGY,4,SJS,6,NSH,5,STL,7,TBL,PIT,SJS,NSH,TBL,SJS,TBL,55
1554903301,TBL,4,BOS,6,WSH,6,NYI,7,CGY,5,SJS,6,DAL,7,STL,7,TBL,NYI,CGY,STL,TBL,CGY,CGY,30
1554903461,TBL,6,BOS,6,CAR,7,PIT,6,CGY,6,SJS,6,NSH,6,WPG,6,TBL,PIT,CGY,NSH,PIT,NSH,PIT,30
1554903475,TBL,4,TOR,6,WSH,5,PIT,5,CGY,5,SJS,6,NSH,6,WPG,6,TOR,PIT,CGY,WPG,PIT,CGY,PIT,91
1554903523,TBL,5,BOS,6,WSH,5,NYI,7,CGY,4,SJS,6,DAL,6,WPG,6,TBL,WSH,CGY,WPG,TBL,CGY,CGY,32
1554903542,TBL,5,BOS,6,WSH,5,NYI,7,CGY,5,SJS,6,NSH,6,WPG,5,TBL,WSH,CGY,WPG,WSH,WPG,WSH,35
1554903544,TBL,4,BOS,6,WSH,4,NYI,7,CGY,4,SJS,6,DAL,6,WPG,5,BOS,NYI,CGY,WPG,NYI,WPG,WPG,32
1554903560,CBJ,7,BOS,4,WSH,5,PIT,7,CGY,5,VGK,7,NSH,6,WPG,7,BOS,PIT,VGK,NSH,PIT,NSH,PIT,50
1554903586,TBL,5,TOR,6,CAR,4,PIT,5,CGY,6,SJS,5,DAL,6,WPG,4,TOR,PIT,SJS,DAL,TOR,SJS,TOR,78
